y_rTCol1Top_degC;y_rTCol2Top_degC;y_rTTan1Top_degC;y_rTTan1Bot_degC;y_rTTan2Top_degC;y_rTTan2Bot_degC;u_rPump1Speed;u_rPump2Speed;u_rVal1Pos;u_rVal2Pos;time
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.718560023687644;19.718560023687644;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;0.5
19.43960519377964;19.43960519377964;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;1.0
19.163116156525803;19.163116156525803;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;1.5
18.88907525357922;18.88907525357922;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;2.0
18.617456073278333;18.617456073278333;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;2.5
18.34824170303;18.34824170303;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;3.0
18.081414799281276;18.081414799281276;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;3.5
17.81695002455291;17.81695002455291;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;4.0
17.554830883532077;17.554830883532077;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;4.5
17.29503427266502;17.29503427266502;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;5.0
17.037539175961683;17.037539175961683;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;5.5
16.782324885825233;16.782324885825233;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;6.0
16.529369221739557;16.529369221739557;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;6.5
16.278651234817687;16.278651234817687;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;7.0
16.030152516118108;16.030152516118108;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;7.5
15.78385517879633;15.78385517879633;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;8.0
15.539738309286463;15.539738309286463;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;8.5
15.297782189922088;15.297782189922088;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;9.0
15.057967103036617;15.057967103036617;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;9.5
14.820274101226516;14.820274101226516;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;10.0
14.58468517885035;14.58468517885035;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;10.5
14.35117983425846;14.35117983425846;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;11.0
14.11973864730004;14.11973864730004;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;11.5
13.890342197824282;13.890342197824282;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;12.0
13.662976923811868;13.662976923811868;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;12.5
13.43762570926026;13.43762570926026;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;13.0
13.21426750117871;13.21426750117871;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;13.5
12.992883881789282;12.992883881789282;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;14.0
12.773456433314038;12.773456433314038;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;14.5
12.555973401516155;12.555973401516155;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;15.0
12.340414529376176;12.340414529376176;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;15.5
12.126761624440519;12.126761624440519;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;16.0
11.914997031641974;11.914997031641974;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;16.5
11.705104156980497;11.705104156980497;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;17.0
11.497071260465816;11.497071260465816;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;17.5
11.290878054113989;11.290878054113989;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;18.0
11.086507618744122;11.086507618744122;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;18.5
10.88394303517532;10.88394303517532;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;19.0
10.683170152033824;10.683170152033824;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;19.5
10.484175202110407;10.484175202110407;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;20.0
10.286939650322722;10.286939650322722;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;20.5
10.091447273522192;10.091447273522192;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;21.0
9.897681848560353;9.897681848560353;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;21.5
9.705630509230502;9.705630509230502;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;22.0
9.515277851630628;9.515277851630628;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;22.5
9.326607951714948;9.326607951714948;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;23.0
9.13960580015788;9.13960580015788;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;23.5
8.954256517814486;8.954256517814486;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;24.0
8.770545355720458;8.770545355720458;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;24.5
8.588457695091904;8.588457695091904;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;25.0
8.407979047325739;8.407979047325739;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;25.5
8.229095053999231;8.229095053999231;20.0;20.0;20.0;20.0;0.0;0.0;0.0;0.0;26.0
